series_id,group,rmse_point,rmse_hurdle,mae_point,mae_hurdle,delta_raw,delta_relative
FOODS_2_251_WI_2_evaluation,candidate,2.1542579741243455,2.101460275859624,1.74256485132944,1.701362976006099,0.05279769826472158,0.02450853096467362
FOODS_2_255_TX_2_evaluation,candidate,1.5514647475901864,1.4661896376848007,1.2067196359636174,1.102846855563777,0.08527510990538567,0.054964258799846594
FOODS_2_266_TX_2_evaluation,candidate,1.8284832093998573,1.8744172074869945,1.3508581199816294,1.354672303511983,-0.04593399808713716,-0.02512136718073204
FOODS_2_266_WI_2_evaluation,candidate,3.0827075017782146,3.055411785533673,2.5270929705528986,2.476829943202791,0.027295716244541524,0.008854461939316782
FOODS_2_268_TX_3_evaluation,candidate,0.5262634413880758,0.4365358289271062,0.5165388303853217,0.3923391284687178,0.08972761246096961,0.17049942178066463
FOODS_2_274_WI_2_evaluation,candidate,2.9409401273049083,2.9741111469481103,2.246677361783527,2.2611036953471957,-0.033171019643202015,-0.011279053026353208
FOODS_2_274_WI_3_evaluation,candidate,2.1747772156901033,2.1959776284815082,1.586450959245364,1.558353113986197,-0.021200412791404943,-0.00974831474159876
FOODS_2_282_WI_2_evaluation,candidate,8.301588795807907,8.392279851059637,5.862058145659311,5.946946087337675,-0.09069105525172994,-0.010924541974125077
FOODS_2_283_CA_4_evaluation,candidate,1.3491355778683425,1.3269878726282878,1.1348217300006322,1.0387754365801811,0.022147705240054716,0.01641621909863831
FOODS_2_285_WI_3_evaluation,candidate,1.6865532009475692,1.6966458694525166,1.2634356362479073,1.124875178649312,-0.010092668504947389,-0.0059841981262594894
FOODS_2_291_WI_2_evaluation,candidate,3.8281131508863826,3.7477324232499045,2.821442425251007,2.6922594535918463,0.08038072763647808,0.02099747955931404
FOODS_2_294_WI_1_evaluation,candidate,4.731785191932159,4.6582133388013816,3.7569438559668407,3.7271690595717657,0.07357185313077785,0.01554843471259434
FOODS_2_299_WI_3_evaluation,candidate,2.960134140808759,3.0460409906595363,2.4341441634155454,2.5137737890084586,-0.08590684985077734,-0.029021269227787812
FOODS_2_311_WI_2_evaluation,candidate,1.8781890490900985,1.8691398481146901,1.5840347905953724,1.5088930200962793,0.0090492009754084,0.004818045861673162
FOODS_2_316_WI_3_evaluation,candidate,1.0853021951503437,1.0601323840312415,0.8309309031991732,0.7829493536126046,0.025169811119102103,0.023191523274874982
FOODS_2_318_CA_1_evaluation,candidate,1.677122947686161,1.7114788109762755,1.3296178167774564,1.353423149812789,-0.03435586329011442,-0.020484999825154983
FOODS_2_318_CA_3_evaluation,candidate,4.8658930350610685,4.9984191723937395,3.4781637645903087,3.577256293523879,-0.13252613733267093,-0.027235727620347844
FOODS_2_318_TX_2_evaluation,candidate,1.6967617393799521,1.7116088993156735,1.352269703433627,1.354247822648003,-0.014847159935721388,-0.008750291564888178
FOODS_2_320_WI_2_evaluation,candidate,2.814361679024221,2.77563656703604,2.078172282094047,2.0303347337813604,0.03872511198818129,0.013759820664417175
